0,1,2,3,pred,actual
0.8556983271425944,0.06433698420784034,0.02036572270837899,0.059598965941186244,0,0
0.8454175354031813,0.11235084183076156,0.010746270248566758,0.03148535251749059,0,0
0.03856995266313693,0.8604142841931811,0.0008699384856920986,0.10014582465799,1,1
0.10844789444595666,0.7670948804123162,0.003818869471510895,0.12063835567021626,1,1
0.13680625110156436,0.8074504262415375,0.021132156609372395,0.034611166047525684,1,1
0.18531736805316265,0.2634212650278151,0.06503117806230793,0.48623018885671426,3,1
0.9921712129638772,0.0036340246604412495,0.002585494859850727,0.0016092675158307663,0,0
0.04188761666302687,0.32623609527775205,0.012485530090977245,0.6193907579682437,3,1
0.020927206963926862,0.9561764631138725,0.0007472819992993534,0.022149047922901333,1,1
0.021127657172198815,0.931268667347902,0.0001832657381896305,0.04742040974170955,1,1
0.006823112040705075,0.047169441349108096,0.0001017352227098056,0.945905711387477,3,3
0.9618046909431037,0.025144680010051094,0.007094562478334359,0.005956066568510795,0,0
0.8804804531148936,0.09371159847920545,0.01407410696449631,0.011733841441404375,0,0
0.04296544186668877,0.046174139961065334,0.0009353611845455341,0.9099250569877004,3,3
0.07547893413477196,0.4195002785609563,0.0017377972445843553,0.5032829900596874,3,3
0.9561037539895662,0.03978591599211231,0.0026350688259318437,0.001475261192389838,0,0
0.05497325881224917,0.15222394623053662,0.1345750389395489,0.6582277560176654,3,3
0.9720839511636236,0.026626287371200236,0.0006198441050939479,0.000669917360082338,0,0
0.08222722218757267,0.7146287621394285,0.0017488088846570153,0.2013952067883418,1,1
0.9804159128256505,0.008587852698792751,0.004111506464805261,0.006884728010751576,0,0
0.22042040708225233,0.28405283879263954,0.003948203758808739,0.49157855036629944,3,3
0.07162436004529807,0.12882033160122103,0.001431406394736586,0.7981239019587442,3,3
0.07717911846433262,0.9123491256312032,0.0005706818205750312,0.009901074083889091,1,1
0.9167536785149638,0.06046351817964148,0.005132260832556158,0.01765054247283864,0,0
0.9883350168529119,0.008946023054972968,0.00043857740168114115,0.0022803826904339813,0,0
0.05951035588654099,0.9239711989786571,0.002033112207490733,0.014485332927311231,1,1
0.24095697613115769,0.009940973659478951,0.6963816133907661,0.05272043681859727,2,2
0.9231108130789255,0.06326668543874657,0.005671588960451713,0.00795091252187613,0,0
0.6471974042048336,0.28696217753818504,0.0007578439149150526,0.06508257434206619,0,0
0.6489259177599689,0.053875526611061,0.04225147291027777,0.2549470827186925,0,0
0.8633076107850687,0.11443550971016163,0.001295823108253233,0.020961056396516298,0,0
0.03667594908525447,0.8877141247930019,0.0012808774998106895,0.07432904862193286,1,1
0.8799291499906711,0.0674988852162331,0.021022840696605663,0.03154912409649009,0,0
0.9340090513582884,0.026462555926717035,0.006247765402843082,0.03328062731215157,0,0
0.06528312025194004,0.06765264804084868,0.7827648080715689,0.08429942363564254,2,2
0.37119144515629704,0.5082129539069311,0.00952829594793134,0.11106730498884056,1,1
0.8599877153748822,0.070571774843835,0.025458488475760828,0.04398202130552205,0,0
0.3266183573950357,0.5091467718552878,0.017761745641370383,0.14647312510830615,1,1
0.9505015217335843,0.03241104197029042,0.007088152343723548,0.009999283952401771,0,0
0.42903449479952466,0.4874405308693332,0.0148005923839964,0.06872438194714574,1,1
0.10733864211897112,0.8562626110324947,0.0010031646416862733,0.03539558220684797,1,1
0.17162699654826047,0.5805780496363198,0.05699006047713486,0.19080489333828485,1,1
0.8573544155656344,0.13493097453080163,0.0006154657097078174,0.007099144193856233,0,0
0.9369473676840119,0.04789631274805093,0.004231532878548659,0.010924786689388689,0,0
0.0332932864464707,0.8745181272773547,0.0010558783109284626,0.09113270796524629,1,1
0.09424327586666333,0.8812635638895773,0.006735270436729727,0.017757889807029633,1,1
0.24656836664990495,0.6714575782668288,0.01930792206887288,0.0626661330143932,1,1
0.2582683666463381,0.33498805547168187,0.012165100711053436,0.3945784771709265,3,3
0.06398535912021056,0.4026028206426802,0.0073310192113352265,0.526080801025774,3,1
0.981049633551245,0.011843071320542508,0.005440586173219074,0.0016667089549934973,0,0
0.0512168108535515,0.12178444222591149,0.0027557386895594085,0.8242430082309775,3,3
0.023261025967109317,0.24567575940742364,0.013429192473209004,0.7176340221522581,3,3
0.7883180500834741,0.06881146853907655,0.009619917530707697,0.13325056384674164,0,0
0.1495369625416798,0.7603855898863302,0.0037475177437077648,0.08632992982828236,1,1
0.8792956497729105,0.0694244300346286,0.03180412038608697,0.019475799806373865,0,1
0.17650843698174692,0.11455200884383243,0.021608854749566316,0.6873306994248543,3,3
0.03038560632046,0.9045296651241347,0.0015560529560942398,0.06352867559931114,1,1
0.035156192119399014,0.01790813839973319,0.020244209198766818,0.926691460282101,3,3
0.10836003436737025,0.48507195076870474,0.008994189025972741,0.3975738258379522,1,3
0.9623038362220063,0.033886971909466816,0.0006875421232062002,0.003121649745320534,0,0
0.6690669650109365,0.1318234840047318,0.029729427179462805,0.169380123804869,0,0
0.053931863832568955,0.9159075006257414,0.001194685287967161,0.028965950253722336,1,1
0.4050179014273008,0.4025949625686083,0.00918789254396177,0.1831992434601291,0,1
0.9398863887193453,0.03994112816609178,0.012024981811514207,0.008147501303048829,0,0
0.9772642344730024,0.015396700076564672,0.005616563504720056,0.0017225019457129114,0,0
0.23012986436050342,0.0444972634298216,0.012046534453537174,0.7133263377561379,3,3
0.32339967184358004,0.5987045575559513,0.002840126399143454,0.0750556442013252,1,0
0.6967065098371221,0.2280935878006055,0.015590448819199234,0.059609453543072975,0,0
0.41831928737681406,0.24592884261731857,0.04258174105658929,0.2931701289492782,0,0
0.9882523585703987,0.007997720762315549,0.0003907545381362241,0.0033591661291493525,0,0
0.058204883137045124,0.03683227848709355,0.004204410144429255,0.9007584282314322,3,3
0.10437454046814543,0.17566883213959444,0.02508044145551047,0.6948761859367497,3,3
0.7606037095526784,0.11656278551495004,0.07131748257060869,0.05151602236176286,0,1
0.056553191926779614,0.09546296249464331,0.007122176580359749,0.8408616689982172,3,3
0.04299023736675188,0.76105203440702,0.0006661749020471207,0.19529155332418088,1,1
0.18686274589976432,0.07563843202071165,0.0014383415372057184,0.7360604805423182,3,3
0.10497720032711996,0.1337684865756479,0.015008957243787698,0.7462453558534445,3,3
0.9279719193238558,0.04290953039268043,0.012096795328283989,0.017021754955179873,0,0
0.9374346052322682,0.05284440570125307,0.0019864117028812363,0.0077345773635976375,0,0
0.16702880006244225,0.7610921433014646,0.0005686943829862663,0.07131036225310683,1,1
0.055373636293318394,0.20423580158740445,0.0013468313746020102,0.7390437307446751,3,3
0.009956704606712035,0.04632957670530224,0.0022314997180953385,0.9414822189698905,3,3
0.9774839242416787,0.009602088182089333,0.010628796220403143,0.002285191355828809,0,0
0.07111377200346633,0.103222601494795,0.7685924039278269,0.05707122257391177,2,2
0.7512479905002369,0.18823442471212068,0.035799220103863605,0.024718364683778866,0,0
0.8006346755503986,0.1881301279739962,0.0020462127281087516,0.009188983747496628,0,0
0.7975632995464088,0.011481713744235863,0.042861943186672004,0.14809304352268338,0,3
0.4220041991205986,0.15614711556369004,0.03888946630998696,0.38295921900572444,0,3
0.39398461616644737,0.5026748714916138,0.030082085629458025,0.07325842671248095,1,1
0.23646893181508488,0.6705901563211906,0.0008714849842009676,0.09206942687952355,1,1
0.4384721756981132,0.42708016665711707,0.011253403540468755,0.12319425410430093,0,1
0.9828190180676449,0.014372229929869284,0.0006039414554317215,0.00220481054705403,0,0
0.2748299594006342,0.03547432647756762,0.6467235493837995,0.04297216473799865,2,2
0.03166431081041229,0.9038933736215452,0.0004569598722547858,0.0639853556957878,1,1
0.11816234326332792,0.7894222794090046,0.002250025721677963,0.09016535160598968,1,1
